,id,text,sentiment,Pred,Pred_polarity
1713,21b23c75fc,"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",0,0.6476,1.0
1723,5134227c2e, awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!,0,0.8002,1.0
1742,7f3951027f, cool. my **** itch. got sunburned at the volcano,0,0.3182,1.0
1746,fe56130b35," ohhh. i didn`t log on there, pity me. was it great?",0,0.4404,1.0
1747,b3e8023bd9,I`ve burnt my collerbone and arms and face! aww!,1,0.0,0.0
1748,efb00d5c4d,"K now that, that fiasco is all wrapped and good too go  back to studying for midterms =(",1,-0.1027,0.0
1750,007eeb40ff,http://twitpic.com/4wgoq - The Beach was phenomenal 2day,1,0.0,0.0
1752,0262263a60, Same  also trying to get my house ready to sell... I can`t believe how much **** I own !,0,0.4199,1.0
1754,34ae5f476b,surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies),1,-0.2263,0.0
1759,0f5fc32d1d,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!,0,0.4336,1.0
1768,e616952a65,"Tweet **** ? I am up to 10,000 tweets",1,0.0,0.0
1772,6d6e5c1d96, i love the game! that`s my show... suuuppper pissed it got cancelled!,1,-0.3786,0.0
1775,457b6dcd92,"morning world, is raining 2day so revision don`t seem so tough,",1,-0.2479,0.0
1783,e2fd5f4031, I like them.  Is that weird?,1,0.2023,0.0
1784,c245cc91cb, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,0,0.7482,1.0
1787,ee6fa1200b,victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY,0,0.5719,1.0
1791,c351189e45, i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,1,0.0,0.0
1805,a1de83e9a1,Watched The Rescuers Down Under with Dru and ate Mickey d`s. This is how Disney sequels *should* be done,1,0.0,0.0
1807,e90b3bf2eb, wasnt it sad?  was the 3d good?,0,0.7017,1.0
1808,0c751dc283, Awww you`ll have to post a pic  I bet it`ll look dead nice (y),1,-0.3612,0.0
1818,ee5199c41f,doing some DIY- I`m dying mg clothes black again...save some money,1,0.0,0.0
1822,e07027a7cc,mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,1,0.2225,0.0
1851,4c05fa770f," Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog",0,0.5829,1.0
1870,868c16ad83,"I need to get in a good, hard workout today after work, I feel like I`ve been slacking! No good",0,0.7177,1.0
1878,6bad917c6f,"Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!",0,0.7494,1.0
1898,3286f70986,  have funnn!,1,0.0,0.0
1905,b5167d5a96,Feels like im going to cough up a lung,0,0.3612,1.0
1911,824186c80e,Fighting a migraine   Medication is almost working.,1,-0.3612,0.0
1915,c114d68acc, whoa steady there mate don`t fall down,1,0.0,0.0
1916,8c733874c0, hehe i found ya,1,0.0,0.0
1919,3ce92de734,I don`t like waiting,0,0.3612,1.0
1935,561b44a42f, have a safe trip joshy poo.......you`ll knock them dead at your speech,1,-0.34,0.0
1946,00c007188e, thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,0,0.4255,1.0
1949,dce8eb94fa,The first time all week I can play WoW and I get stuck at 'authenticating'.,0,0.6369,1.0
1973,2e56c6a83e,Truly sad... My cheap little camcorder just shot craps.....,0,0.4404,1.0
1990,d68d87da7b,well.. all my slacking off earned me a D and a C   but at least everything else are A`s and B`s ^^  next school year all B`s and A`s Esh!,1,0.0,0.0
1997,a7995f1950,  no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,0,0.7519,1.0
2008,9d63309e7c,So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,0,0.4215,1.0
2022,086a1d96ed,I need to play inFamous... Where`s a free Blockbuster rental coupon when you need one? I miss that Coke Reward,0,0.9136,1.0
2044,f9b1a131e7,"wow my grandma passed away....I`m too sick to even think, I know she`s in a better place now",0,0.5267,1.0
2045,bd3145be68,Oh dear. Sunburned back,0,0.3818,1.0
2065,f5dd26cb38, omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,1,0.0,0.0
2068,bcbff1c073,Goodnight peoples!,1,0.0,0.0
2096,688e58880b, me and dee mack talking about your baby!  She`s almost all grown up!,1,0.0,0.0
2118,a6b7af3705, yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,0,0.5719,1.0
2136,4809e143db,yeah so Prom Night is now the Craft (good movie),1,0.296,0.0
2141,034335a913," I asked mum bout going out tommorow, she laughed in my face lmao",0,0.7845,1.0
2144,95a8a2f0dc, i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,0,0.5173,1.0
2147,15892f296d,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,1,0.0772,0.0
2164,95c7e19699, i cant wait to see you guys @ hq on sunday!!,1,0.0,0.0
2172,1bc9031c89,wishes I could be the one going to our conference in the Bahamas next week,1,0.1531,0.0
2188,054cab6ce3,Was meant to go play cricket but can`t get a lift so I`m now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8,0,0.6129,1.0
2197,3f937bf4f0,"Happy Star Wars Day, may the 4th be with you  my lil` 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.",1,0.2263,0.0
2209,57f97a9ac7," dont worry, i will. i HATE it when nobody comments on my pics",0,0.7137,1.0
2210,04db7e701e,really really wants to go and see Coraline.,1,0.0,0.0
2221,2a9f67da48,_cupcakes  sometimes plugging it into 240 can fix problems..,1,0.0,0.0
2223,e4a721ba63,Hey Tweeps...good morning. Wussup America...Talk to me tell wut`s on ur mind..,1,0.0,0.0
2227,9b2b40dda6,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",0,0.7629,1.0
2234,a9edef474b,"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",0,0.774,1.0
2249,7c1f28b126,  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer,0,0.4482,1.0
2258,05897ff7fd,It wasn`t a good day ..,0,0.4404,1.0
2259,bd5405bb27,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,0,0.3638,1.0
2263,0d5d742d4d,_ftw awh i`m sorry  i`m probably going to do the same thing haha.,0,0.4019,1.0
2267,8db50dd107,"I need a friend right now  , I feel like mmmm ... sosad",0,0.6908,1.0
2270,52eede83a3, At least you made it,1,0.0,0.0
2273,2a2fd0848d,"finally gone to the beach, yeaaaah!",1,0.0,0.0
2274,4ce78f6e92, oh he is so cute... is he in uniteddogs.com? Poppy is there,1,0.0,0.0
2285,a841363ad3," Oh, don`t spoil my fun, lol",0,0.7269,1.0
2293,03fde76ca1,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,0,0.5216,1.0
2295,06c1fbf621,_august84 hahahaha now that is a spooky wish babes  how about a lifetime supply of shoes with matching bags and constant weight?,0,0.4019,1.0
2301,bbd32bfc9d,"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",1,-0.4767,0.0
2307,79a28b1ac7, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,1,0.0,0.0
2312,eb510cc65d," nothing  it`s sad, actually",0,0.3724,1.0
2318,be16255b41,Wake Up..... Please.,0,0.3182,1.0
2325,c422f33e79, I didn`t read the details so that may be it. Sara Jayne is a kid`s show so it can`t be that exciting.,0,0.4939,1.0
2333,4101fad169,Home from a day of pampering with mom & dinner with family. Am currently snuggied up on the couch with a glass of wine & a new book. Ahhh,1,0.0,0.0
2339,0130d44e14,"Heading of to the theatre! Having a show tonight, I`m so exited!",1,0.0,0.0
2342,3263423ce3, thanx 4 thee follow,1,0.0,0.0
2345,1211606305," If a Cong govt was ruling Karnataka, Cauvery wouldn`t have found a mention  Truly, our politicians have no integrity.",0,0.5106,1.0
2359,cbbe10eb51, IIII know!!! and mean,1,0.0,0.0
2380,631837c7c6,"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world",0,0.3339,1.0
2382,58b7571313, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,0,0.7783,1.0
2390,1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,0,0.4019,1.0
2393,d1d0331bc7, where and when is your next show? or upcoming ones? i really want to see you guys,1,0.2389,0.0
2395,98cfc15583, she`s hot     What is up w/ all the unknown followers? I`ve got quite a few- no clue as to why they`re following ME.,1,-0.3566,0.0
2408,35cace50bf,back at work  its too warm to be in here today!!!,0,0.4168,1.0
2412,3160620b36,Mozzer cancelled tonight by the looks of it.,1,-0.25,0.0
2423,ea113179b7,Home Sweet Home by Carrie Underwood makes me sadd,0,0.4588,1.0
2429,fa89412e2a,living it up at empire hotel...free bottle service. it ROCKS having connections,1,0.0,0.0
2432,5c510be7a8," Wow, really? I didn`t know it was that serious.  Well that sucks. Texas must have been chock full of asbestos.",0,0.4767,1.0
2438,ec1c6989b0,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",1,0.2003,0.0
2441,4d6e71e475,`You Are What U Eat` isn`t EXACTLY true.. `You Are What U Digest` TodayISaProsperous &Productive Day! ThankUJesus!  BeYEBlessed! hee hee,1,0.0,0.0
2442,42f367b29d,Grizzly Bear Concert tonight!!!!! Can`t wait. Will my cold be over by then though?,1,0.0,0.0
2446,2151413f96,ish okay my loveee,1,0.2263,0.0
2447,18ffa96f08,"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!",0,0.4753,1.0
2453,f66476d213,"_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",1,0.1027,0.0
2463,7f15ec34dd,"Gorgeous weather, but no bike",1,-0.0772,0.0
2490,c0475430a5,"I am native, not french ! I hate this ! !  ! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE  ? Alone- Allison Iraheta ?",0,0.5149,1.0
2498,f8ec98a9ed,Just uploading photos from the cell...nothin like true candid-ness!,0,0.68,1.0
2499,4addb8e422,"got up at 8 today, and also misses his friend ",0,0.3182,1.0
2500,6bdaadbc09," Hey Kevin! Yeah, this one`s gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go",0,0.636,1.0
2527,575f837df9, That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am,1,-0.2244,0.0
2538,a38b466046,~ Happy Star Wars Day.every one ~  ...may the fourth be with you!,1,0.1007,0.0
2549,ce6a3a4f2f,Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though,1,-0.0772,0.0
2552,7ed0815858," yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",1,0.0,0.0
2565,e8b0ea7c60,whooaaa. just got an overwheolming itus attack after eating,1,-0.4767,0.0
2567,c3c945b990, I don`t mind him not paying rent. I`m just over the moon at the idea of him moving out at least 12 years early,1,0.0,0.0
2580,8badd1851a,"Done... with the #run : 14.5km / 1h33mn / 153bpm . Feeling great, no fatigue... and no speed",1,0.296,0.0
2587,e04fa17673,graandma`s houseee  i havee too leave now! <3,0,0.4574,1.0
2591,59127ec9db," forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",0,0.5106,1.0
2593,a667f7a506,"_mcc bye, Scotty!  i`m gonna miss you. ily<333",1,-0.2244,0.0
2598,370432fb6f,So my lucky jade nacklace/matching earrings ain`t so lucky. Lost an earring. Now the chain broke on pendant,1,0.197,0.0
2599,110e538ac3,ohh **** i just realized she still not talking to me  it b like dat some times..,0,0.3612,1.0
2606,88dc8f2531, haha..i wont  well il try not..lol... night chick..xxxxx,1,-0.2057,0.0
2608,99e466c1e2, 'If there`s a camel up a hill' and 'I`ll give you plankton' ....HILARIOUS!!,1,0.0,0.0
2609,fa0aed2111,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go & meet the kids. I`ll have 2 wait another 2 wks",0,0.4795,1.0
2636,a2b1222f38,missing  lol. plaid bud. haha. **** i can`t do the BG right.,0,0.5574,1.0
2643,5127c6cf61, all the photos  niceeeee,1,0.0,0.0
2667,bf983c9e0d,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!,0,0.5053,1.0
2669,88ffc626ce, My right ear`s been blocked up today  bit like when you`ve got water in it. Any idea`s 2 clear it? don`t like putting liquid in,0,0.6705,1.0
2674,85ed4ae17e,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,1,0.0,0.0
2684,658f464562," at freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty",0,0.3818,1.0
2689,2b70bcd0ad,"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",1,0.25,0.0
2694,4dcd538cc3,looks like it got cloudy again outside! and i have nothing to do tonight! boo friday,0,0.4738,1.0
2697,e24c3305b9,Thundershowers plus baseball equals awwww,1,0.0,0.0
2708,81215c9453, I was thinking that too this morning. Don`t worry it soon passes,1,-0.4404,0.0
2713,2c5f261ff3, Jesus heals,1,0.0,0.0
2714,ff8d86d5b8," HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",1,-0.2677,0.0
2723,38e8111514," awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",0,0.5766,1.0
2728,47fc719676, I dunno...I thought I was funny,0,0.4404,1.0
2733,a6fdef9e35,This is the last time to get it right...  hello loves....,1,0.0,0.0
2750,b37664cb2a,goodnight everyone.,1,0.0,0.0
2756,94537563a1,looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,0,0.3612,1.0
2758,3ed99b5519,says it`s late. Goodnight people!,1,0.0,0.0
2762,97d6ce896a, Business or pleasure? Will keep my eye out for anything. You`re just missing a Moondog concert tomorrow night,0,0.3612,1.0
2774,e8768a7162, gooooooooood im not a complete nut case then,1,0.0,0.0
2790,e5e311c0c8, hey! thanks for following  how is it going?,0,0.4926,1.0
2803,380c3d243a,Almost ready for new Beta.... until we found a showstopping bug   Please standby.,0,0.5434,1.0
2805,520886a896,I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.,0,0.4939,1.0
2812,220e40ba60,"STRESSED AS HELL (, but still surviving",1,-0.347,0.0
2819,b405b0f16a,im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,0,0.5927,1.0
2820,0435d42f80,"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY",0,0.8172,1.0
2823,b924090281,unpacking my new toy arrived in the studio right now  it`s called TC Finalizer. can`t wait to check how it sounds !!!,1,0.0,0.0
2825,da21150cca,Blocked the acct for one of my most hated sports teams. That felt really good.,1,-0.5267,0.0
2827,e4ad1684bb, glad to know that the ad display problem was due to a firewall config at yr office. phew!,1,0.1511,0.0
2836,c1ca63de20,Making egg tart & Chinese egg pudding. Yum,1,0.0,0.0
2842,dd26668ff8,Headed to drop my lil cuz off at the bus stop! Then its back to the bed to read my book!  relaXin on my day off.,1,-0.2924,0.0
2852,213632bbd4,"hopping in the shower,   you can help me tidy my room  its a **** hole, mums **** friends",0,0.7003,1.0
2855,6053627f36,May the Forth be with you... ha yes... Today is my birthday  Star Wars day... Aren`t i lucky you star wars Fans?,1,-0.4588,0.0
2857,549164e932," Wow, I`ve officially lost all faith in Britain, looks like our wishes weren`t met, sadly",0,0.6808,1.0
2866,40d3b2d03c, You right...we are 'arguing' about nothing...I thought it was healthy conversation,0,0.4019,1.0
2867,cfa97e4a0d,"  Blushing, blushing & once again blushing!",1,0.0,0.0
2870,c4630361bb, - Wtf Polyvore? what`s that?  enjoy it though.,1,-0.2406,0.0
2876,dcdb8d49ef," ****, that charming skater look is kind of....HOT! A hot mess  Catherine pls don`t hate me for hitting on your friends. tnx",0,0.7777,1.0
2896,a09f383bcf,Thinks twitter doesn`t like me,0,0.3612,1.0
2897,36bee46d4b,They are unloading a Leopard Tank just next to my office window. Hope I didn`t piss off anyone,1,0.0516,0.0
2909,e11f3ec1a1,"if you`re as lovesick as I am, give me a call, we should go bowling and complain about love",0,0.4019,1.0
2912,9eaa82d788,"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore",0,0.4019,1.0
2913,8a1f99c790,_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt,0,0.3612,1.0
2928,f54cfdafa1,_Happy_EmoX lmao. Lucky! It`s 10 minutes on foot for me  ewww..... School.lol. On the bus now.,0,0.7901,1.0
2943,4e0a8881c3,off work yesss ! super hungry,0,0.636,1.0
2954,f7d4269198,OK tweeps.. sorry. too many twitpic. I`ll delete those pics as soon as  had `em copied,0,0.3885,1.0
2955,afe22c972a,  FTR I <3 U and miss U on the team already,0,0.3182,1.0
2960,82b06ce64c, sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,1,0.25,0.0
2964,528ee63138, He was my reason for even going too haha.  Shaun of the Dead was too epic haha,1,0.1779,0.0
2965,18cf2e181d, hey Jodi.. what`s up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school,0,0.6072,1.0
2969,8947e34d6b,"Slovakian country side is a refreshing change compared to tarmac and cars, but I am a city boy and need the tarmac",1,0.0,0.0
2973,f4f43f2e83,possessed beyond certainty that she has made the rite decision,1,0.25,0.0
2974,65b8688268, I`m thinking the 'Chevrolet Doom' would be fitting for GM,1,-0.4019,0.0
2983,318ca8abc7,I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,1,-0.2648,0.0
2987,77c659aa89,"about to head to the Strand, goodnight",1,0.0,0.0
2992,dd7caa3e1c,Again.. check out http://www.myspace.com/therealfunkymonkey  ....these guys rock this one too  ? http://blip.fm/~5jkbc,1,0.0,0.0
2999,e9b334b7c2," Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don`t worry",1,-0.0516,0.0
3001,cb5a5e58be," Hehe, you`re an expert now eh?",1,0.0,0.0
3002,4975dbda48, i wish i wasn`t all  bummed but i kinda am,1,0.2144,0.0
3003,5b841b5af1,"   woooooo im seeing you in glasgow when you come, september is agessss away but",1,0.0,0.0
3005,b3ca108957,i lost one of my best friends iÃ¯Â¿Â½m sooo sad,0,0.4404,1.0
3021,3d64f2c8ae,Somehow I have yet to accomplish a **** thing.,0,0.4215,1.0
3026,d25a8b5b1d,  May the 4th be with you too,1,0.0,0.0
3048,63264da974,is going out for dinner... just the two of us... niceeeee,1,0.0,0.0
3062,5ce968f9be, Nice!!!!!!!! I WILL be there,1,0.0,0.0
3069,610ece882b," See? Sucked you right in.  The only problem will be church/Sunday race conflicts, but that`s why God gave us DVR. :-D _niffer",0,0.6756,1.0
3072,3d17d4b72c,looks like we`re rained out for weekend climbing,0,0.3612,1.0
3074,df72127bb7,Very succesful Cancertown Launch yesterday,1,0.0,0.0
3075,fe821fe501,http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,1,0.0,0.0
3092,0a6fd440df," I didn`t say I met *all* the awesomest people, just a bunch of them.",1,0.0,0.0
3096,bded85b185,I want some pineapple! I miss my baby,1,-0.1511,0.0
3100,2252c58ab0, Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,1,0.128,0.0
3105,e8fe5c5dc7," hilarious. so if she acts up, all you have to do is say 1 little word...'gummed up' grosses me out; hub says it 2 torment",1,0.2878,0.0
3109,7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,1,0.0,0.0
3113,a7f72a928a, WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,1,0.0,0.0
3116,0d671185f5,Goodmorning yall! I woke up to early,1,0.0,0.0
3117,537f65a521,"is missing her best friend  commme back kayla, going out in a little while",0,0.7351,1.0
3125,dffaa26ccb,Downloading Chex-Quest!  Been about 12 years sins it`s final release you say? Your Right!,1,-0.555,0.0
3141,fc7842b0b4, I`ve given up on pizza - kids would never let me have my fav  (the hot ones),0,0.4588,1.0
3142,fdadb26d49, Thanks bro but I`m awake already  How are you?,1,0.2382,0.0
3144,1bb7a4f6c3,Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,1,0.0,0.0
3153,e13effbbd6,So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  http://tinyurl.com/qu62bl,1,0.202,0.0
3155,3ef24ff6fa,TGIF. I don`t feel good.,0,0.7865,1.0
3171,31778724a1," Greatings from planet shannan, we have laded once again on your lanet & hopefull we come in peace =/ Hmm...Haiaa",1,0.2732,0.0
3175,a9da40eedd," Oh, final msg - Why didn`t you review my boardgame BookchaseÃ¯Â¿Â½ when you were on telly? We didn`t even get a nice letter..",0,0.4215,1.0
3181,084602ed4f,"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!",0,0.555,1.0
3183,581b478e95, We all need that simple reminder-thx!,1,0.0,0.0
3184,e05cbce34f, Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways ,0,0.7579,1.0
3191,8fc4181fdc,"Omg I want TF2, everybody on my Steam Friends list is playing it",0,0.6369,1.0
3201,f2c87a8129, cool.. look forward for frequent tweets,1,0.0,0.0
3211,f25acf806f,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,1,0.25,0.0
3213,2f06736b22, That`s better than Missy 8 telling me I should be on The Biggest Loser,1,-0.128,0.0
3217,2891d2c99b,Watching Battlestar Galactica Season 1...Yeah you read it right!,1,0.0,0.0
3220,b333707153,also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It`s sad that my friends encourage me so.,0,0.34,1.0
3228,25becdc5c7,"$900 cheque to cash tomorrow, why I didn`t get it in the bank I have no idea. Feel safe to get the 500D now though  woooo",1,0.1779,0.0
3230,d1acfdacd4, SOunds goood!,1,0.0,0.0
3233,a00246028f,LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,0,0.5951,1.0
3237,c0ddd87731,_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks,0,0.4003,1.0
3242,b5b42a777e, i want u to know i don`t like u hun  j/p u know we go back,0,0.6369,1.0
3243,226a3c6bb0," As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",1,0.2732,0.0
3244,c6149b7abf,its castiel!!!!  [ the angle ],1,0.0,0.0
3246,d276268ebf,Uh-oh...it`s becoming grey again out here. I hope it`s not one of those 'pop-up showers' on the way.,0,0.4767,1.0
3256,43b0426667," lol, i`ve done that one b4  i`m a victim 2 that! lol",0,0.5848,1.0
3257,82f9c283d4, #MusicMonday I agree it`s just an excuse for me to tweet music for hours on end,0,0.4215,1.0
3262,70df40db25, I concur with ! It`s priority on today`s to do list  http://twitter.com/karasw/status/1695368792,1,0.0,0.0
3268,a5bb6228cc,Just back from graduation.  Two more doctors in the family now,1,0.0,0.0
3273,2c09848db1,I think Destiny has officially gone crazy... hahahaha,1,0.0,0.0
3279,dac8af239c,"home, don`t feel like going to work tomorrow",0,0.3612,1.0
3282,fd4e4be626," Michelle,  is on here. Don`t u miss her being on Fox? I liked your interviews with her.",1,0.296,0.0
3292,5d42a333b4,"the $60,000 i spent going to college was well spent.  I`m going to meet a man tomorrow in the Toys`R`Us parking lot for a cleaning job.",1,0.2732,0.0
3298,969294b88a,live long and prosper,1,0.0,0.0
3312,44572fb7cd,you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,0,0.3182,1.0
3318,8435e8ac97, umm how abt a comment like that :p 'i dont like this',0,0.7506,1.0
3348,6540cd7229,'I think you should know this. He`s going to break up with you. And I just had to tell you. I`m sorry. I know you love him.',0,0.5994,1.0
3352,e75353b6d2,"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night",1,0.296,0.0
3353,dbe35b6a0d,"God, why can`t I be at #asylum? Really. I never get to do anything cool!",0,0.5707,1.0
3360,0bc2e46e4e,  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,0,0.658,1.0
3368,c12a98d8f3,i so can`t be bothered working tomorrow!,1,-0.4321,0.0
3387,b7dc3cd50f, nice luke quote  goodluck on the test u have been dreading.,1,-0.1531,0.0
3391,6601679901,_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),1,-0.6229,0.0
3393,4b9b01895c, thats much better than the flu syndrome!,1,0.1511,0.0
3401,fadfdf0405," YAY!!!!   I have Mark issues, too...you`ll find I have A LOT of issues.   lmao",0,0.7243,1.0
3407,53b49d8128,"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",1,-0.4466,0.0
3413,1eac051f9c,wow the last hour of twittering that I`ve been doing has yet to be sent over to twitter..  guys bare w me...,0,0.5859,1.0
3417,9c49651ddf," Yeah, I`m not really feeling it either. Of course, I don`t like the movie line, I wish that we were getting more Animated.",0,0.7016,1.0
3420,1fb405e1b5,http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection,1,0.1779,0.0
3424,b506b2cc77,  i thought you liked the name,0,0.4215,1.0
3428,7ee4a176dc, http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,1,0.0,0.0
3430,d990d404e7,WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have brian freeze,0,0.694,1.0
3436,aa20ff7392," I wasn`t given an exact date, but it shouldn`t be much longer. Please accept our apologies for the inconvenience!",0,0.5255,1.0
3451,bf3b0f2246,My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!,0,0.3647,1.0
3452,79852f9590, err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,0,0.3612,1.0
3453,f1c227d162, thnx 4 the follow,1,0.0,0.0
3462,34c02ddf3f, I like to support my friends  It`s sad that I`m your only friend though,0,0.8126,1.0
3477,2ca15b61d7, I`m gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him & I`m taking it personal and I like lebron 2.,1,0.0772,0.0
3478,24d4fa8e2b,I wanna roc wit`chu . Imy buu,1,0.0,0.0
3480,003034a92b," dude, that`s eff`ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",0,0.5473,1.0
3483,8de79ac26f, have a lok at EF too! they are jummy,1,0.0,0.0
3493,ad37dcf4ff,Out for ultimate training. looking forward to the sunset!,1,0.0,0.0
3516,eda8f2cf40, it`s not sooo noticable it depends on how you look at it...but I know it`s there and now my iPod isn`t perfect,0,0.5719,1.0
3521,e92d3d6ede, I want all the soldiers to come home so we don`t have to hear about anymore being killed.,1,-0.6369,0.0
3527,a274e12fa5,"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",0,0.5849,1.0
3528,831f911fd9, and guess what ! ive got 20 % ! wow its impossible,0,0.658,1.0
3533,eebb5926fe,"Eating Toast  ~Peanut Butter,,Yum",1,0.0,0.0
3535,8854c0c135, soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,0,0.7969,1.0
3539,da529a4086,knows its all going to sort itself out,1,0.0,0.0
3550,704b8f7cca,shuuut up  stupid.,1,-0.5267,0.0
